x,y,,,,,
96,106.80130275608400,,,,,
97,107.3393567598920,,,,,
98,107.3393567598920,,,,,
99,107.92266949894700,,,,,
100,107.92266949894700,,,,,
101,107.92266949894700,,,,,
102,108.52085120552500,,,,,
103,109.10581919177800,,,,,
104,109.10581919177800,,,,,
105,108.73064561248400,,,,,
106,108.35255092982900,,,,,
107,108.35255092982900,,,,,
108,108.35255092982900,,,,,
109,107.9665306727760,,,,,
110,107.9665306727760,,,,,
111,107.9665306727760,,,,,
112,108.51432478277200,,,,,
113,108.51432478277200,,,,,
114,108.51432478277200,,,,,
115,108.12745885136100,,,,,
116,108.71702448213400,,,,,
117,108.71702448213400,,,,,
118,108.71702448213400,,,,,
119,108.71702448213400,,,,,
120,108.71702448213400,,,,,
121,108.71702448213400,,,,,
122,108.71702448213400,,,,,
123,109.28385211793800,,,,,
124,109.89855897897500,,,,,
125,110.51115905752800,,,,,
126,110.51115905752800,,,,,
127,110.17928783681800,,,,,
128,110.17928783681800,,,,,
129,109.8294231778060,,,,,
130,109.46724048678400,,,,,
131,110.06412814901800,,,,,
132,109.70194545799500,,,,,
133,110.25005854566400,,,,,
134,110.25005854566400,,,,,
135,110.25005854566400,,,,,
136,109.87861751192400,,,,,
137,110.45575820496100,,,,,
138,110.45575820496100,,,,,
139,110.08431717122100,,,,,
140,109.69745123980900,,,,,
141,109.69745123980900,,,,,
142,109.69745123980900,,,,,
143,109.69745123980900,,,,,
144,109.30851969080000,,,,,
145,108.91912291506600,,,,,
146,108.91912291506600,,,,,
147,108.91912291506600,,,,,
148,109.43605048210100,,,,,
149,109.96368244992100,,,,,
150,110.50158156323100,,,,,
151,111.05760025378000,,,,,
152,111.05760025378000,,,,,
153,111.05760025378000,,,,,
154,111.05760025378000,,,,,
155,111.62643939009500,,,,,
156,111.62643939009500,,,,,
157,111.62643939009500,,,,,
158,111.62643939009500,,,,,
159,111.62643939009500,,,,,
160,111.62643939009500,,,,,
161,111.62643939009500,,,,,
162,111.62643939009500,,,,,
163,111.62643939009500,,,,,
164,111.62643939009500,,,,,
165,111.62643939009500,,,,,
166,111.62643939009500,,,,,
167,111.23704261436000,,,,,
168,111.23704261436000,,,,,
169,110.8434920970610,,,,,
170,110.8434920970610,,,,,
171,110.8434920970610,,,,,
172,110.8434920970610,,,,,
173,110.8434920970610,,,,,
174,110.44653802529300,,,,,
175,110.44653802529300,,,,,
176,110.96045173933200,,,,,
177,110.96045173933200,,,,,
178,110.56138784699800,,,,,
179,110.16086123350500,,,,,
180,110.16086123350500,,,,,
181,110.65928275312800,,,,,
182,110.2585139230790,,,,,
183,110.7654576235490,,,,,
184,110.36189333831600,,,,,
185,110.36189333831600,,,,,
186,110.89460919041000,,,,,
187,110.89460919041000,,,,,
188,110.89460919041000,,,,,
189,111.43932776210900,,,,,
190,111.98489770673600,,,,,
191,111.57501099245100,,,,,
192,112.06907846542900,,,,,
193,111.6591917511440,,,,,
194,111.6591917511440,,,,,
195,111.6591917511440,,,,,
196,112.23412039160700,,,,,
197,112.7797768214890,,,,,
198,113.33785838099900,,,,,
199,113.89776551349600,,,,,
200,113.89776551349600,,,,,
201,113.50154799643200,,,,,
202,113.09628183058400,,,,,
203,113.5967121677630,,,,,
204,113.18682545347800,,,,,
205,113.70863820999200,,,,,
206,113.29749144277300,,,,,
207,112.88029977320700,,,,,
208,112.46074428667200,,,,,
209,112.96355261710600,,,,,
210,113.48081456920400,,,,,
211,113.99138926579100,,,,,
212,113.5802424985730,,,,,
213,114.08995646325700,,,,,
214,114.61067743063300,,,,,
215,114.19953066341500,,,,,
216,113.77997517688000,,,,,
217,114.25879063491800,,,,,
218,114.7823036199710,,,,,
219,114.36274813343600,,,,,
220,113.94217356315500,,,,,
221,114.41321160357200,,,,,
222,114.94419088947700,,,,,
223,115.46365180392000,,,,,
224,115.04307723363900,,,,,
225,114.61542695733400,,,,,
226,114.18713205616700,,,,,
227,113.7582534966660,,,,,
228,114.24595264550900,,,,,
229,114.73953065240100,,,,,
230,114.3106520929000,,,,,
231,113.8736207727030,,,,,
232,113.42783771432000,,,,,
233,112.9739032023370,,,,,
234,112.5172795488510,,,,,
235,112.95944296775800,,,,,
236,112.5001701596930,,,,,
237,112.04079917400800,,,,,
238,112.50152636594200,,,,,
239,112.96765004465600,,,,,
240,113.43371553267300,,,,,
241,113.93627654576600,,,,,
242,114.43555074695900,,,,,
243,113.99851942676200,,,,,
244,114.45887799241400,,,,,
245,114.96060876000100,,,,,
246,114.52357743980500,,,,,
247,115.01592716350000,,,,,
248,114.56601707569400,,,,,
249,115.06186452310700,,,,,
250,114.61195443530200,,,,,
251,114.15533078181600,,,,,
252,114.66262127989200,,,,,
253,114.20599762640600,,,,,
254,114.71328812448200,,,,,
255,114.25666447099600,,,,,
256,114.74199789329100,,,,,
257,115.22753875211600,,,,,
258,114.76816776643100,,,,,
259,115.23154411294600,,,,,
260,115.7174255438190,,,,,
261,115.25348185431400,,,,,
262,114.78234855410300,,,,,
263,115.20645706852200,,,,,
264,115.20645706852200,,,,,
265,114.73468042326900,,,,,
266,115.16563524461600,,,,,
267,115.61450194440400,,,,,
268,115.13666536331200,,,,,
269,115.5764976071210,,,,,
270,116.04415303306000,,,,,
271,116.56616559918500,,,,,
272,117.06343310740900,,,,,
273,116.63189410168300,,,,,
274,117.08060634305700,,,,,
275,117.57796357739400,,,,,
276,118.08207209181400,,,,,
277,117.65053308608800,,,,,
278,118.16148790743600,,,,,
279,117.72389591555800,,,,,
280,117.2732992267030,,,,,
281,117.2732992267030,,,,,
282,117.2732992267030,,,,,
283,116.81088672525800,,,,,
284,117.27586081667100,,,,,
285,117.27586081667100,,,,,
286,116.81077023909400,,,,,
287,116.81077023909400,,,,,
288,116.33948248046800,,,,,
289,116.75221105497500,,,,,
290,116.75221105497500,,,,,
291,116.75221105497500,,,,,
292,116.75221105497500,,,,,
293,116.27437447388200,,,,,
294,116.67480354251700,,,,,
295,116.67480354251700,,,,,
296,116.67480354251700,,,,,
297,116.67480354251700,,,,,
298,116.67480354251700,,,,,
299,117.11907414314300,,,,,
300,117.11907414314300,,,,,
301,117.56313347356500,,,,,
302,117.56313347356500,,,,,
303,117.56313347356500,,,,,
304,117.08529689247300,,,,,
305,116.60543661331500,,,,,
306,116.60543661331500,,,,,
307,116.12505559654000,,,,,
308,116.12505559654000,,,,,
309,115.63948160420600,,,,,
310,115.63948160420600,,,,,
311,116.04466613303300,,,,,
312,116.48767265480500,,,,,
313,116.48767265480500,,,,,
314,115.98604365532800,,,,,
315,115.98604365532800,,,,,
316,116.38859790337600,,,,,
317,116.38859790337600,,,,,
318,115.87875676210400,,,,,
319,115.87875676210400,,,,,
320,116.26036474290600,,,,,
321,116.26036474290600,,,,,
322,116.68244552809600,,,,,
323,116.17260438682500,,,,,
324,115.66106538109900,,,,,
325,115.66106538109900,,,,,
326,115.66106538109900,,,,,
327,115.66106538109900,,,,,
328,115.14809594995200,,,,,
329,115.51707171547100,,,,,
330,115.51707171547100,,,,,
331,115.89625772547500,,,,,
332,116.31298501442600,,,,,
333,116.31298501442600,,,,,
334,115.79652995375400,,,,,
335,115.27150783506300,,,,,
336,114.73597746474300,,,,,
337,114.19602523043200,,,,,
338,114.55002353875700,,,,,
339,114.55002353875700,,,,,
340,114.55002353875700,,,,,
341,114.9087643157900,,,,,
342,114.9087643157900,,,,,
343,115.30439526988300,,,,,
344,115.70527549924300,,,,,
345,115.70527549924300,,,,,
346,115.70527549924300,,,,,
347,115.70527549924300,,,,,
348,116.11082712244200,,,,,
349,116.11082712244200,,,,,
350,116.11082712244200,,,,,
351,116.53634180790600,,,,,
352,115.99390758338100,,,,,
353,115.45162580049200,,,,,
354,115.45162580049200,,,,,
355,115.45162580049200,,,,,
356,114.90152892965400,,,,,
357,114.90152892965400,,,,,
358,114.90152892965400,,,,,
359,114.90152892965400,,,,,
360,114.90152892965400,,,,,
361,114.90152892965400,,,,,
362,114.90152892965400,,,,,
363,114.35053815447000,,,,,
364,114.35053815447000,,,,,
365,114.35053815447000,,,,,
366,114.62926345597300,,,,,
367,114.62926345597300,,,,,
368,114.06671884231600,,,,,
369,114.06671884231600,,,,,
370,114.37401218448300,,,,,
371,114.7178459444010,,,,,
372,114.7178459444010,,,,,
373,114.7178459444010,,,,,
374,114.7178459444010,,,,,
375,114.15013157916300,,,,,
376,113.58005869302900,,,,,
377,113.00841856475200,,,,,
378,113.00841856475200,,,,,
379,113.3257855969110,,,,,
380,113.64859088066200,,,,,
381,113.64859088066200,,,,,
382,113.64859088066200,,,,,
383,113.07531082141500,,,,,
384,113.3963017586140,,,,,
385,113.738774643613,,,,,
386,113.16544752448000,,,,,
387,112.566773146877,,,,,
388,112.566773146877,,,,,
389,112.566773146877,,,,,
390,112.566773146877,,,,,
391,112.88487084597300,,,,,
392,112.88487084597300,,,,,
393,112.88487084597300,,,,,
394,113.20915049826400,,,,,
395,113.20915049826400,,,,,
396,112.60617307928700,,,,,
397,112.60617307928700,,,,,
398,112.60617307928700,,,,,
399,112.96287808529800,,,,,
400,113.32707658088200,,,,,
401,113.71100340883200,,,,,
402,113.71100340883200,,,,,
403,113.71100340883200,,,,,
404,113.71100340883200,,,,,
405,113.71100340883200,,,,,
406,113.71100340883200,,,,,
407,113.71100340883200,,,,,
408,114.07001736462500,,,,,
409,113.48180885683000,,,,,
410,113.48180885683000,,,,,
411,113.84545381706400,,,,,
412,114.21300710991900,,,,,
413,113.6239830822150,,,,,
414,113.96074717378800,,,,,
415,114.3694689414440,,,,,
416,113.78044491374100,,,,,
417,114.19941913110600,,,,,
418,113.61039510340200,,,,,
419,113.01762271871100,,,,,
420,113.34636459033500,,,,,
421,113.34636459033500,,,,,
422,112.74873990272800,,,,,
423,112.74873990272800,,,,,
424,113.04946085538200,,,,,
425,113.38634959558200,,,,,
426,112.78337217660400,,,,,
427,113.14253157692200,,,,,
428,112.53955415794400,,,,,
429,112.53955415794400,,,,,
430,112.87479045013800,,,,,
431,113.26396646617700,,,,,
432,112.67009590278500,,,,,
433,112.06711848380800,,,,,
434,111.46165547168600,,,,,
435,111.76680495110700,,,,,
436,111.15193594956900,,,,,
437,110.53261463361900,,,,,
438,109.91483468550200,,,,,
439,110.20064001904400,,,,,
440,110.48865104748500,,,,,
441,109.86875236717000,,,,,
442,110.19648319068300,,,,,
443,110.51350577170600,,,,,
444,110.86936584734000,,,,,
445,110.27497793865500,,,,,
446,110.61608477988400,,,,,
447,110.02169687119900,,,,,
448,110.34767972026900,,,,,
449,109.72778103995400,,,,,
450,109.10222956950500,,,,,
451,108.47444855160200,,,,,
452,107.8417758600380,,,,,
453,108.1389732663950,,,,,
454,108.43526610809900,,,,,
455,108.74102021791700,,,,,
456,109.07442191173400,,,,,
457,109.45777837839800,,,,,
458,109.80051139367800,,,,,
459,110.16365716589000,,,,,
460,110.5535389398000,,,,,
461,109.9752678329750,,,,,
462,109.3803795582660,,,,,
463,108.76443550724600,,,,,
464,109.0895472325370,,,,,
465,108.46964855222200,,,,,
466,108.8326515357420,,,,,
467,108.21275285542700,,,,,
468,108.59767122954800,,,,,
469,107.97777254923300,,,,,
470,107.35643208998100,,,,,
471,107.65653340966600,,,,,
472,107.03247829877800,,,,,
473,106.40739269648300,,,,,
474,105.78029221874400,,,,,
475,106.06870285490000,,,,,
476,105.43934264768100,,,,,
477,105.72622728799800,,,,,
478,105.0939542041500,,,,,
479,105.39075200279100,,,,,
480,105.68669689190200,,,,,
481,106.08519557493700,,,,,
482,106.08519557493700,,,,,
483,105.45779979233600,,,,,
484,105.45779979233600,,,,,
485,105.45779979233600,,,,,
486,105.84922552463700,,,,,
487,105.84922552463700,,,,,
488,105.22815562384800,,,,,
489,105.62660911652600,,,,,
490,105.62660911652600,,,,,
491,105.98277806816000,,,,,
492,105.36534122712700,,,,,
493,105.76360772743700,,,,,
494,106.14354346304600,,,,,
495,106.51042810336300,,,,,
496,106.88274231526400,,,,,
497,107.25076039997200,,,,,
498,106.69446824495100,,,,,
499,107.05696104374400,,,,,
500,107.05696104374400,,,,,
501,106.49770982819000,,,,,
502,105.92812465782800,,,,,
503,106.30056720090300,,,,,
504,105.73098203054100,,,,,
505,106.10086594225100,,,,,
506,105.531280771889,,,,,
507,105.89143014256300,,,,,
508,105.89143014256300,,,,,
509,106.30502153796100,,,,,
510,106.7492399891740,,,,,
511,106.22953836923100,,,,,
512,106.22953836923100,,,,,
513,105.70564456434500,,,,,
514,105.1572188632110,,,,,
515,105.52644918669100,,,,,
516,105.90008332262100,,,,,
517,105.90008332262100,,,,,
518,105.35165762148800,,,,,
519,104.78527980691000,,,,,
520,104.78527980691000,,,,,
521,104.78527980691000,,,,,
522,104.21569463654800,,,,,
523,103.63385167888200,,,,,
524,103.63385167888200,,,,,
525,103.63385167888200,,,,,
526,103.63385167888200,,,,,
527,103.63385167888200,,,,,
528,103.63385167888200,,,,,
529,103.63385167888200,,,,,
530,104.0404601512320,,,,,
531,104.0404601512320,,,,,
532,104.0404601512320,,,,,
533,103.49289760867900,,,,,
534,103.8464534547860,,,,,
535,103.2650565549550,,,,,
536,103.2650565549550,,,,,
537,103.2650565549550,,,,,
538,103.2650565549550,,,,,
539,103.67173325783300,,,,,
540,104.07270947248100,,,,,
541,104.45527263144800,,,,,
542,104.45527263144800,,,,,
543,104.45527263144800,,,,,
544,103.92571345591200,,,,,
545,104.32455729877100,,,,,
546,104.72702360493600,,,,,
547,105.13079431112200,,,,,
548,105.13079431112200,,,,,
549,105.13079431112200,,,,,
550,105.5392400654310,,,,,
551,105.5392400654310,,,,,
552,105.5392400654310,,,,,
553,105.00890724844600,,,,,
554,105.41873243573700,,,,,
555,104.87666994433300,,,,,
556,104.33261768331200,,,,,
557,104.73268133303500,,,,,
558,105.16171128975200,,,,,
559,105.16171128975200,,,,,
560,105.16171128975200,,,,,
561,105.16171128975200,,,,,
562,105.57460903738900,,,,,
563,105.57460903738900,,,,,
564,105.99163220817900,,,,,
565,105.99163220817900,,,,,
566,105.99163220817900,,,,,
567,105.47847463523400,,,,,
568,105.47847463523400,,,,,
569,104.94788027702400,,,,,
570,105.3658400663100,,,,,
571,105.3658400663100,,,,,
572,105.3658400663100,,,,,
573,105.3658400663100,,,,,
574,104.8352457081000,,,,,
575,105.2310055800860,,,,,
576,104.69387509222000,,,,,
577,104.15246927370200,,,,,
578,104.15246927370200,,,,,
579,104.53450425401400,,,,,
580,103.990451992993,,,,,
581,103.990451992993,,,,,
582,103.990451992993,,,,,
583,103.990451992993,,,,,
584,104.41886824677100,,,,,
585,104.87368527666500,,,,,
586,104.87368527666500,,,,,
587,104.87368527666500,,,,,
588,104.87368527666500,,,,,
589,104.87368527666500,,,,,
590,104.87368527666500,,,,,
591,105.2918423189990,,,,,
592,104.7629052671390,,,,,
593,105.24934713341400,,,,,
594,104.73170153030400,,,,,
595,105.18346339160000,,,,,
596,105.61506225400400,,,,,
597,106.04668331847400,,,,,
598,106.04668331847400,,,,,
599,106.04668331847400,,,,,
600,106.04668331847400,,,,,
601,105.5563893966270,,,,,
602,105.9839442896210,,,,,
603,105.9839442896210,,,,,
604,105.4662986865110,,,,,
605,105.4662986865110,,,,,
606,105.4662986865110,,,,,
607,104.937361634651,,,,,
608,104.937361634651,,,,,
609,104.937361634651,,,,,
610,105.36156652889700,,,,,
611,104.82604856474900,,,,,
612,104.82604856474900,,,,,
613,104.28492565190500,,,,,
614,104.66940768775800,,,,,
615,104.12535542673600,,,,,
616,103.57736669036500,,,,,
617,104.00851320762100,,,,,
618,104.00851320762100,,,,,
619,104.42042479537800,,,,,
620,104.42042479537800,,,,,
621,104.42042479537800,,,,,
622,103.87243605900600,,,,,
623,103.87243605900600,,,,,
624,104.32906985723900,,,,,
625,104.32906985723900,,,,,
626,104.32906985723900,,,,,
627,104.77509970229800,,,,,
628,105.20982821687800,,,,,
629,105.20982821687800,,,,,
630,104.70832898402600,,,,,
631,105.14327501819800,,,,,
632,105.14327501819800,,,,,
633,105.63627896315100,,,,,
634,105.13477973029900,,,,,
635,104.6254991688450,,,,,
636,104.10712721198400,,,,,
637,104.10712721198400,,,,,
638,104.52414936069400,,,,,
639,104.9532201416860,,,,,
640,105.42512832807900,,,,,
641,105.42512832807900,,,,,
642,105.86838658642200,,,,,
643,105.38484786870400,,,,,
644,105.38484786870400,,,,,
645,105.83618361154500,,,,,
646,106.28862420961100,,,,,
647,106.73986011344300,,,,,
648,106.73986011344300,,,,,
649,106.2687299072980,,,,,
650,105.79262841986000,,,,,
651,105.79262841986000,,,,,
652,105.79262841986000,,,,,
653,106.23582541825300,,,,,
654,105.75902241664500,,,,,
655,106.21984794551000,,,,,
656,106.6955349309040,,,,,
657,107.17564993034300,,,,,
658,107.66362090666800,,,,,
659,107.21890601662200,,,,,
660,106.76936123708900,,,,,
661,107.23562173452700,,,,,
662,106.7676329981550,,,,,
663,106.7676329981550,,,,,
664,107.28679817712700,,,,,
665,107.28679817712700,,,,,
666,107.7572533975950,,,,,
667,107.28926466122300,,,,,
668,107.8131149042030,,,,,
669,108.30111096764900,,,,,
670,107.86904172095400,,,,,
671,107.42095008220900,,,,,
672,107.90039854034500,,,,,
673,108.3955536566650,,,,,
674,108.90716380893000,,,,,
675,109.4137454758720,,,,,
676,109.93696306683200,,,,,
677,110.45342434911400,,,,,
678,110.9827104199860,,,,,
679,110.56975982468300,,,,,
680,110.14064104311600,,,,,
681,110.68609530025200,,,,,
682,110.2569765186850,,,,,
683,109.82199426505800,,,,,
684,109.37390262631300,,,,,
685,109.37390262631300,,,,,
686,109.86832498426600,,,,,
687,109.41782197919800,,,,,
688,108.9612404033220,,,,,
689,109.41538997277000,,,,,
690,108.95226463871900,,,,,
691,108.4864142081680,,,,,
692,108.94983263229100,,,,,
693,109.42950045984300,,,,,
694,109.9292862941580,,,,,
695,110.43388157328300,,,,,
696,109.97579060902800,,,,,
697,110.43944665656000,,,,,
698,110.93284398285600,,,,,
699,110.93284398285600,,,,,
700,111.49096285213500,,,,,
701,112.00997304813100,,,,,
702,112.53208443252500,,,,,
703,113.05528143091800,,,,,
704,112.65739281531200,,,,,
705,112.25346426985800,,,,,
706,112.78161558410100,,,,,
707,112.78161558410100,,,,,
708,113.30593375183100,,,,,
709,112.908045136225,,,,,
710,112.50411659077100,,,,,
711,112.99568351454800,,,,,
712,112.55333669556800,,,,,
713,112.10220297975200,,,,,
714,111.6484858120150,,,,,
715,111.19039484775900,,,,,
716,111.19039484775900,,,,,
717,110.72652857823900,,,,,
718,110.72652857823900,,,,,
719,111.1680820775560,,,,,
720,110.70223164700400,,,,,
721,111.15836537748400,,,,,
722,111.62642297986200,,,,,
723,111.15879380129900,,,,,
724,110.69080506492800,,,,,
725,111.14847358692800,,,,,
726,110.67623811561400,,,,,
727,111.13202042548200,,,,,
728,111.13202042548200,,,,,
729,111.60088670966600,,,,,
730,111.12865123835300,,,,,
731,111.63204130898800,,,,,
732,111.63204130898800,,,,,
733,112.10969449000900,,,,,
734,112.60102356070200,,,,,
735,112.1287880893880,,,,,
736,112.1287880893880,,,,,
737,111.6559632523700,,,,,
738,111.18195111399800,,,,,
739,110.7040624983930,,,,,
740,111.12901422583600,,,,,
741,111.12901422583600,,,,,
742,110.65045452108000,,,,,
743,110.17076550010900,,,,,
744,110.5926964711060,,,,,
745,110.5926964711060,,,,,
746,110.5926964711060,,,,,
747,111.03007324198400,,,,,
748,111.03007324198400,,,,,
749,110.55038422101300,,,,,
750,110.55038422101300,,,,,
751,110.55038422101300,,,,,
752,110.55038422101300,,,,,
753,111.00879082383000,,,,,
754,111.00879082383000,,,,,
755,111.00879082383000,,,,,
756,111.00879082383000,,,,,
757,110.52910180285900,,,,,
758,110.95445714392000,,,,,
759,110.46595675557400,,,,,
760,110.9062677346030,,,,,
761,110.9062677346030,,,,,
762,110.41110869230000,,,,,
763,110.41110869230000,,,,,
764,110.82306340123100,,,,,
765,111.26464555527200,,,,,
766,111.26464555527200,,,,,
767,111.26464555527200,,,,,
768,110.76657652626800,,,,,
769,110.76657652626800,,,,,
770,110.26550607752600,,,,,
771,110.66549215530600,,,,,
772,111.14274865836000,,,,,
773,110.64167820961800,,,,,
774,110.64167820961800,,,,,
775,110.64167820961800,,,,,
776,110.64167820961800,,,,,
777,110.64167820961800,,,,,
778,111.16398295746200,,,,,
779,111.62937383832000,,,,,
780,111.62937383832000,,,,,
781,111.62937383832000,,,,,
782,111.12830338957800,,,,,
783,111.62303254550000,,,,,
784,111.62303254550000,,,,,
785,112.09907997673800,,,,,
786,112.09907997673800,,,,,
787,112.59182742251300,,,,,
788,112.59182742251300,,,,,
789,112.109908830032,,,,,
790,112.109908830032,,,,,
791,112.109908830032,,,,,
792,112.5408467409680,,,,,
793,112.03977629222700,,,,,
794,112.03977629222700,,,,,
795,112.47890946193800,,,,,
796,112.47890946193800,,,,,
797,111.97681866553400,,,,,
798,111.97681866553400,,,,,
799,111.4721256762580,,,,,
800,111.4721256762580,,,,,
801,110.96599754315000,,,,,
802,110.45561355316700,,,,,
803,110.45561355316700,,,,,
804,110.45561355316700,,,,,
805,110.84938169484000,,,,,
806,110.33339628129200,,,,,
807,109.81630724569100,,,,,
808,110.20600863564500,,,,,
809,110.20600863564500,,,,,
810,109.68877043490400,,,,,
811,109.17119819634700,,,,,
812,109.55434929246200,,,,,
813,109.55434929246200,,,,,
814,109.55434929246200,,,,,
815,109.55434929246200,,,,,
816,109.55434929246200,,,,,
817,109.94904932960300,,,,,
818,110.40143730401800,,,,,
819,110.40143730401800,,,,,
820,110.40143730401800,,,,,
821,110.40143730401800,,,,,
822,110.82163115495500,,,,,
823,110.82163115495500,,,,,
824,110.30405891639800,,,,,
825,110.72370693796000,,,,,
826,110.2059610053480,,,,,
827,110.2059610053480,,,,,
828,110.2059610053480,,,,,
829,110.6544776074850,,,,,
830,110.6544776074850,,,,,
831,111.08751222927000,,,,,
832,111.08751222927000,,,,,
833,111.08751222927000,,,,,
834,111.52722832859000,,,,,
835,111.52722832859000,,,,,
836,111.02408643948100,,,,,
837,111.02408643948100,,,,,
838,111.47631719062900,,,,,
839,111.47631719062900,,,,,
840,111.47631719062900,,,,,
841,111.93985226607800,,,,,
842,111.93985226607800,,,,,
843,111.93985226607800,,,,,
844,112.39611159016,,,,,
845,112.39611159016,,,,,
846,111.90339817070100,,,,,
847,111.90339817070100,,,,,
848,112.30721867228700,,,,,
849,111.80407678317800,,,,,
850,112.26390165488400,,,,,
851,112.26390165488400,,,,,
852,111.74772215647000,,,,,
853,112.16458026736100,,,,,
854,112.6961135809510,,,,,
855,112.17993408253700,,,,,
856,112.66308850002600,,,,,
857,112.66308850002600,,,,,
858,112.14690900161200,,,,,
859,112.60469840433800,,,,,
860,112.08851890592400,,,,,
861,112.08851890592400,,,,,
862,111.5707729733120,,,,,
863,111.05068194015200,,,,,
864,111.05068194015200,,,,,
865,111.05068194015200,,,,,
866,111.45528110808700,,,,,
867,111.45528110808700,,,,,
868,110.9351900749280,,,,,
869,110.41195681045200,,,,,
870,110.81577731203800,,,,,
871,110.2884280680130,,,,,
872,110.2884280680130,,,,,
873,109.76034927519100,,,,,
874,110.13782928323400,,,,,
875,109.60942250098600,,,,,
876,109.98023863281300,,,,,
877,110.3661614336650,,,,,
878,109.83453208597600,,,,,
879,110.23146121333600,,,,,
880,110.62411196931000,,,,,
881,111.0481821035920,,,,,
882,110.52188866551100,,,,,
883,110.52188866551100,,,,,
884,110.52188866551100,,,,,
885,110.52188866551100,,,,,
886,109.99453942148500,,,,,
887,110.3830715572370,,,,,
888,110.79540582658800,,,,,
889,110.79540582658800,,,,,
890,110.26805658256200,,,,,
891,110.67716807371100,,,,,
892,110.14553872602200,,,,,
893,109.61373941119600,,,,,
894,109.08089893211500,,,,,
895,108.54682173296800,,,,,
896,108.92417848847200,,,,,
897,109.34119190847100,,,,,
898,109.72956256078200,,,,,
899,109.19793321309300,,,,,
900,109.61445419712600,,,,,
901,109.08282484943800,,,,,
902,108.54874765029000,,,,,
903,108.92988104885800,,,,,
904,109.31825170116900,,,,,
905,109.74082543703500,,,,,
906,110.15556097271200,,,,,
907,110.57125991597100,,,,,
908,111.03326015995700,,,,,
909,110.5089245726950,,,,,
910,110.92275505947700,,,,,
911,110.39841947221600,,,,,
912,110.80316692197600,,,,,
913,111.27109358254500,,,,,
914,110.74675799528300,,,,,
915,110.22105265607900,,,,,
916,109.68697545693100,,,,,
917,109.15043787292700,,,,,
918,108.60532183425800,,,,,
919,108.0580400880140,,,,,
920,107.50913904010800,,,,,
921,107.88185729386400,,,,,
922,108.26531970986000,,,,,
923,108.26531970986000,,,,,
924,108.6660663594700,,,,,
925,108.11716531156500,,,,,
926,107.56627010453500,,,,,
927,107.92578165012000,,,,,
928,108.31170445097300,,,,,
929,108.73118897959300,,,,,
930,109.13341694790500,,,,,
931,109.53993105948900,,,,,
932,109.0142257202840,,,,,
933,109.44875552231300,,,,,
