,0
0,9.770042512678884
1,1.0990879189985634
2,2.226590900110949
3,-0.8355070398794879
4,-1.5864388807636374
5,-0.5563709967750867
6,-1.8269813518340214
7,2.925314764036372
8,1.1523354513313535
9,-0.3988869316322763
10,0.6768339837864659
11,-2.455368232143499
12,0.10460523858833426
13,0.2576669536580738
14,0.8968170519302703
15,-0.8298693714177432
16,0.38738979713632204
17,1.1408335931785416
18,-3.268568686033589
19,0.12373386874091352
20,-0.6606346319603205
21,-2.916396187310582
22,0.13499928479679113
23,0.9936349059395297
24,1.0198400623169448
25,1.3980023402184827
26,0.2635255959605445
27,-1.820973281739228
28,0.9807929999911948
29,-1.5612826061504848
30,2.091197603682801
31,1.919762086385603
32,-0.08827161210540169
33,0.7350678434732032
34,0.3818840880840497
35,-1.2697936919768154
36,-0.19479965722314319
37,-2.43946114474015
38,3.568493982404604
39,-1.7760565428482522
40,-0.28466796808631045
41,1.2103291284986852
42,-1.421119482922947
43,0.1450644585464147
44,2.1647469879909806
45,1.990944186295792
46,-0.06505723571449096
47,-1.217184408705208
48,-1.8945564788254785
49,-0.7342735890303658
50,0.19591151896506176
51,0.040895005519544725
52,1.3576721730056818
53,-0.9898156155165481
54,0.03925382834589186
55,1.7809617909865096
56,-2.0145084298181217
57,-1.2885657483288213
58,0.203320358360358
59,-0.36613411398995765
60,0.7063317608187134
61,-0.4755058657778335
62,-1.0632692393346304
63,1.7958168223049142
64,0.5219440218657354
65,0.5548260920592156
66,-0.41196870612580483
67,0.15811924658225962
68,-0.5631258613374257
69,-0.6487118924142834
70,-2.5387612387380614
71,0.43034342935732184
72,2.2818763765959176
73,-0.6011828697302661
74,-2.5090287582311532
75,2.9426560262254355
76,-0.5276955344007632
77,-0.5473860610092629
78,2.4744462099959463
79,1.371349847811004
80,-2.976632790435403
81,0.5030494845687628
82,0.5320462102795318
83,-0.290986894402252
84,-1.1855813542137383
85,0.5944255198146919
86,-1.5882957701570888
87,0.45478765936654497
88,2.8217464595800976
89,1.2870886268808164
90,-0.9579602927397417
91,0.5826428643613752
92,0.32956836197782025
93,-1.3293501185149807
94,0.24281847143410573
95,-1.0801019291717466
96,1.310617877830083
97,-0.3604502313704927
98,1.1207644454132577
99,-2.323342910378699
100,0.6653421750405073
101,0.8993932952789692
102,1.9355929737768633
103,-2.221554389148338
104,0.013671509051278008
105,-1.3575984698413066
106,1.3972525020743234
107,-0.716423214148179
108,0.8094858177015567
109,-0.6538113607093266
110,0.9187982902181631
111,-1.568903624823065
112,-1.1905804579241561
113,-2.186724108708802
114,3.182300283829747
115,-0.5386749519888099
116,-0.09811367232032353
117,-0.9840639854579223
118,-0.09399728036623856
119,1.4850090545425019
120,-0.9452630420061325
121,-0.5998018671483294
122,1.4013312049904698
123,-0.5312828633565942
124,-1.0397034359729815
125,-1.3916663104876221
126,2.0582577047594413
127,-1.1984793159428762
128,-0.13179675137249092
129,-1.248382497102284
130,1.6993726384074108
131,1.7520236907867712
132,0.7254258960136184
133,-1.6960643879140207
134,1.6863693542386216
135,0.7025132430404284
136,-1.1177176413786185
137,0.518871685629648
138,-0.5733687481815934
139,1.893250748397719
140,-0.9110393405425441
141,-0.8538568278341927
142,-0.2618607146812053
143,-1.935198272735903
144,3.9367329408598835
145,1.9209010430116962
146,-1.6987022003491177
147,-1.7745471372155777
148,0.10450868512063494
149,-0.6770400930736997
150,-0.664643553932251
151,2.0689439997309194
152,1.3718781209382485
153,0.6424071457770282
154,-2.116958654896834
155,-1.5752708221232012
156,1.328736283338941
157,0.40568952152356985
158,-0.5424507691249119
159,-1.5442513708874088
160,1.2094097691038144
161,-0.11480727042665251
162,0.9352303120110719
163,1.2985320046145716
164,-1.3270343205036141
165,1.5942821921297963
166,-0.6010531588319878
167,-2.2174993797703877
168,0.938558249555129
169,0.11159919861745493
170,0.09035262487054752
171,0.5252909917508362
172,-0.9688046420357637
173,-0.8857193465959199
174,1.6424153237377226
175,-1.2149934691183546
176,0.2644308371097708
177,0.11315522066041694
178,1.1985147788640518
179,-1.4838175752125125
180,0.784984788280525
181,-2.63775196413566
182,0.7977134591681221
183,0.2997643225123312
184,0.31117460580780687
185,0.8037972897886476
186,-0.352288778538167
187,1.7703684517730522
188,-1.0858120475931798
189,0.5350840344221979
190,0.6607564299241773
191,-0.8746578298972452
192,0.2042252730376788
193,2.067255416411456
194,0.3103110340313009
195,-3.007809097837182
196,0.08612729181547252
197,-1.5097380697573755
198,-0.8983093453027351
199,1.0586413580875416
200,2.4350090762688126
201,1.1170022524702716
202,-0.9201003139625357
203,-2.498792594078793
204,1.9947039895762941
205,0.8292678566946847
206,-3.1192406101027785
207,0.5339853680779925
208,1.6161996382639927
209,-1.2459086895099034
210,-0.9317712273723089
211,1.1210658807327434
212,0.43278720468924803
213,-0.71810917881335
214,1.1418597567151494
215,-0.2347676183878349
216,0.502402761029856
217,-1.4393205560128308
218,0.6701252020120023
219,1.1629825833530703
220,-0.9702761579606403
221,-0.06598605008417735
222,-1.3023228332997405
223,-0.554510024610309
224,1.5950886367053272
225,-1.3732297121627965
226,0.9541874705247437
227,-1.1811030204661535
228,1.881454008202624
229,1.5539589012111747
230,-3.081780124786249
231,1.124475989483841
232,-0.2927337838511477
233,1.7430831685852581
234,0.47929804871152726
235,-1.4545388216048423
236,-1.3047301438919732
237,-1.252741042131035
238,-1.2650775554184577
239,3.050331248593679
240,0.34164950785073245
241,-1.0346040652834176
242,1.1570268076563366
243,-1.1670357838127075
244,1.6556398431444563
245,1.7899076863879486
246,-1.4392309517421182
247,-0.653639867571016
248,-0.2694041737137809
249,-0.5008180856806064
250,0.062039244237851676
251,0.7642737924327747
252,-0.41866955153605545
253,-0.5536286709515394
254,1.5263839615116694
255,0.8918079586918566
256,-4.098098293111931
257,1.091780331010682
258,0.7652538270623523
259,-1.697159235695679
260,1.2287465757071345
261,-0.32879287095063603
262,0.11071245540324526
263,2.1579998865657473
264,-0.31311254893515184
265,-1.260750127992921
266,1.3075975325499058
267,-0.2513300734491679
268,-0.26115131052772256
269,-0.48077088870293494
270,0.1315256628706436
271,-0.27336947361933994
272,0.4822322969745585
273,1.7813299723818545
274,-1.9116996973364024
275,0.7258394516458821
276,-0.6785908844775861
277,-2.0049478184137968
278,2.4052070101063237
279,-0.8808557393443408
280,-0.4043493014377191
281,1.4947636059493163
282,-1.5476688789917716
283,-1.0122247182176665
284,-0.2539528166866063
285,0.34435119765961986
286,0.9744664958929263
287,1.6184905005079173
288,-2.4762879927462365
289,-0.42259454250385886
290,0.8316338548890485
291,1.7183029015482845
292,-1.046439660848435
293,0.07782284503612402
294,-0.700537040632085
295,1.3825642730973158
296,-0.0880685153131111
297,-2.737259111592806
298,-0.5298297996202308
299,1.3094492646699507
300,0.47353386190820856
301,-0.15163707222485812
302,0.6090659655160096
303,0.6570231352158515
304,0.70212621333431
305,1.8704532662001299
306,-0.9763931728288213
307,-0.9788623807047969
308,0.2040494436711242
309,0.18146951223181418
310,0.5388441470025782
311,0.3476319598108404
312,-0.5868095558530513
313,0.9615410197064165
314,-2.576290689046232
315,0.36715125586356123
316,1.1475404154589626
317,0.10145744173651394
318,2.895797813498163
319,-2.038922946362888
320,-0.8264237527045282
321,-2.978362906468533
322,0.6513693267988145
323,0.37655420193406997
324,0.5894203587732392
325,3.1282546556693944
326,-1.1323498962173488
327,-1.5760364738211194
328,-1.93787582723715
329,0.47930108291650697
330,-1.3031452548145523
331,-0.22970095701748505
332,0.6536432432161661
333,-1.3847924976342938
334,-0.5824555377876237
335,2.236005461621147
336,1.2693633305597558
337,-1.36641003818238
338,1.7763184784511452
339,-0.9982340367365623
340,0.08498306919811682
341,0.8826892632426819
342,0.2447495974191014
343,-0.7207675430441185
344,0.48283729243307505
345,-1.4193629090618742
346,2.416545368420543
347,-0.20649103571581406
348,0.6331106801609963
349,0.9492409490084839
350,-0.9535452694895383
351,1.3793501822799925
352,-2.5050084629305758
353,0.38239794892774626
354,0.12553720968912785
355,-0.03135198460887523
356,-0.5364468370835169
357,0.8040961079199604
358,-0.3688008308746191
359,-0.0030237087158866416
360,-0.37843574222192444
361,-1.14267530046952
362,-3.778667886636711
363,1.3165601876810342
364,2.5207738791878853
365,0.4806457227459049
366,0.4228633533127777
367,-0.7008086811219982
368,1.3431182249667017
