,0,1,2,3,4,5,6
0,100.0,99.4949535120193,100.0,100.50857142857144,100.50356281756471,100.0,100.0
1,100.0,99.4949535120193,100.0,100.50857142857144,101.00728001604986,99.49404827197496,100.0
2,99.49857496054204,98.9917838792765,100.50421349535377,100.50857142857144,100.53588057233006,99.49404827197496,100.50857142857143
3,99.9901503083045,99.444582142849,100.50421349535377,100.09386849357728,100.06419493220211,99.9386988685704,101.01202895449121
4,99.53382299909424,99.444582142849,101.01138772335358,99.6729478226002,100.06419493220211,99.9386988685704,100.59110022107086
5,99.53382299909424,99.444582142849,100.57517744256413,100.17495106254894,100.06419493220211,99.9386988685704,100.59110022107089
6,99.53382299909424,98.93958281364569,100.57517744256413,99.72509731704191,99.55947004147076,99.9386988685704,100.59110022107087
7,99.53382299909424,98.4347099993474,100.57517744256413,99.72509731704191,99.55947004147076,99.43173027675108,100.59110022107087
8,100.0411942354518,98.8897030684206,100.57517744256413,100.21827015541274,99.05502179628024,98.92595440433452,101.09516245864766
9,100.54528226908842,98.8897030684206,101.07080223325454,100.21827015541274,99.05502179628024,98.92595440433456,101.09516245864768
10,100.54528226908842,98.8897030684206,101.07080223325454,99.74310721430416,99.05502179628024,99.3602585629307,101.09516245864768
11,100.1172555636721,98.8897030684206,100.6086013233536,99.74310721430416,99.5121078698601,98.8576753675332,101.09516245864768
12,100.62272579325597,98.8897030684206,100.6086013233536,100.2385862501238,99.96986961918122,99.30618567951004,101.09516245864768
13,100.17434988540604,98.8897030684206,100.6086013233536,99.77835878764546,99.47126819624444,99.30618567951008,101.60082960412537
14,100.17434988540602,98.8897030684206,101.1138383885113,99.77835878764546,99.47126819624444,99.30618567951004,101.60082960412537
15,100.17434988540602,98.8897030684206,101.1138383885113,99.77835878764546,99.47126819624444,98.8072533104823,101.60082960412535
16,100.17434988540604,98.38480047120603,101.1138383885113,100.28576898268813,99.91861394789969,98.8072533104823,101.14892963033068
17,99.72277824866867,98.83953952077482,100.67074593117742,100.78817602032454,99.91861394789969,98.80725331048232,100.68575174425722
18,100.22069703480676,98.83953952077484,100.67074593117744,100.78817602032451,99.91861394789969,98.30208346487817,101.16528034189109
19,100.22069703480676,98.33392406009295,100.18847236042156,100.78817602032451,99.91861394789969,98.30208346487814,101.16528034189109
20,100.22069703480676,97.82671304865288,100.18847236042158,100.78817602032451,99.41402602969858,98.75061522567862,101.666741040863
21,100.72235829634091,97.32168352950558,100.63762736109427,101.29585030307422,99.41402602969858,98.2469100932281,102.16974633252934
22,101.2235199688233,96.81958711540072,101.14101726153494,101.80288948367144,99.84761417443698,98.2469100932281,102.16974633252934
23,101.2235199688233,96.81958711540074,101.64141270668458,101.80288948367144,99.84761417443698,98.24691009322808,102.16974633252934
24,101.73070155809928,96.81958711540074,101.64141270668458,101.80288948367144,100.30700884362471,98.2469100932281,102.67772954375747
25,101.73070155809928,96.31590644093475,101.17914755779152,101.37215894073104,100.30700884362471,98.2469100932281,102.67772954375747
