,100
0,0.0
1,2.9899519041260163
2,-0.392976374695877
3,1.3082897988305575
4,4.076136409168413
5,0.4299583713474533
6,1.2130886284153917
7,-12.834157762103587
8,5.779631945194012
9,-1.073571182031415
10,4.547170362853407
11,-4.287570684141642
12,6.234447291165509
13,5.885085300838526
14,0.3038912871747925
15,-5.0783783828911595
16,-0.6938116315504601
17,-0.505585447050791
18,-4.996115425588144
19,-8.839927062045703
20,0.3723256083654434
21,0.5030004721819807
22,2.3059079827757216
23,-0.5157432508642188
24,11.583116193994158
25,6.365864207291025
26,1.3692881327127395
27,1.2142516637684366
28,-6.4377631188124695
29,-3.0252881418047792
30,-0.2427447501415827
31,-3.9801039246155483
32,-2.7814708750919124
33,1.1223364313364783
34,-10.41098924070451
35,-0.6647639486892558
36,7.423795357516255
37,11.427056101448542
38,4.4340220820463685
39,-3.81575208785344
40,2.4782323303928564
41,-1.7861394448999874
42,-0.9140727234086654
43,3.647049445546756
44,-8.03005875358923
45,-4.267807576339081
46,-1.9724573931175087
47,-4.73765330460796
48,2.948724112199102
49,5.034801399716571
50,2.8938537227015644
51,1.2576520740823725
52,0.4962945544395012
53,-0.34626148298011117
54,-2.2883910403307226
55,2.4585112742591946
56,-2.0559783108911915
57,-0.7188127251484815
58,2.511620037468049
59,-2.9885833041325753
60,-0.44165546341299944
61,0.3077851432877168
62,-2.8567920035032017
63,3.6317350876975922
64,-0.6324781262291026
65,0.5424346597906577
66,3.6284522955692893
67,0.9284415581604577
68,0.8339646229731699
69,-3.367298722630565
70,2.394862258166242
71,-4.796030166474381
72,-2.7648793406914933
73,1.8246307689962435
74,-3.935081701922641
75,2.068060404214066
76,5.264877155512792
77,3.1956912719488173
78,1.932494154916597
79,-6.96344554319333
80,-0.14909184516194784
81,-2.358605505211443
82,-3.2510601186621955
83,-0.414533650117221
84,4.234578181964167
85,4.250124364764972
86,-1.6016878752778467
87,-3.3656273611876344
88,-0.7778237444040172
89,-1.5143419643322886
90,3.5132962694812306
91,4.310676325117143
92,-3.9232311800180497
93,8.171303351203676
94,3.0047467956470797
95,-1.589164404511891
96,-3.641683425633545
97,-1.8806348991951438
98,-4.0501419801783385
99,-4.462032021826914
100,-2.472335416168022
101,-3.592158619347515
102,6.440961486327041
103,1.72462783713857
104,3.7917251447189244
105,2.2914582878240566
106,-1.1179296134828292
107,-0.7060062641860299
108,2.76843606666165
109,6.057437771172445
110,1.3410535345857255
111,2.6782550012082424
112,-7.369049903374844
113,-4.407472951152997
114,-4.037198859017096
115,-7.953689407396908
116,-2.512158056471634
117,-3.4032911333459595
118,-1.4952279259992736
119,8.280290084795766
120,5.455967514011647
121,9.151893824245988
122,4.845222098839429
123,3.9636145799079827
124,-4.031037230336608
125,0.9189955846044171
126,2.859169445274418
127,-8.306299841897413
128,-11.259480008397574
129,-1.2977949706851177
130,-0.16170403363319963
131,-6.809231476604893
132,4.055542920635972
133,-0.15575779608086293
134,9.899679854281459
135,6.57837023928019
136,0.8439995254075257
137,1.7377055008091844
138,3.189630785685665
139,0.3405015890708398
140,-5.860505313420646
141,-8.042197542638647
142,-2.559047048738975
143,-1.1673193082005326
144,-0.9446499246284503
145,-3.2445479809531292
146,-3.514608263416278
147,7.643555541852066
148,6.9463673858655
149,5.198326483992446
150,1.2641925810122956
151,-1.7693471411561177
152,0.45648754127313396
153,3.976087169450622
154,-7.198770534959451
155,-1.8677372899611413
156,-3.5810028935003118
157,-5.21700391087316
158,-0.1775153865330168
159,-1.6778994627916717
160,2.885015649129471
161,5.181721524016865
162,-0.97574770268956
163,7.3902664494670205
164,1.4590236194254516
165,-3.2168280518995402
166,0.7646462161587806
167,5.83835022942759
168,-2.3494219639514995
169,-3.9785369843353777
170,-3.39488564114653
171,-5.8824740568230425
172,-5.701241740516309
173,-2.617576166435967
174,2.1729575546814175
175,6.025759861705083
176,3.096255598783486
177,4.71499777996776
178,5.274588905380384
179,4.419438481766704
180,-0.9441351623583785
181,-8.663587141391645
182,-5.71642822483301
183,-8.249651176234437
184,4.547134128982819
185,3.1413442449979527
186,-1.6111604114501006
187,3.9921364497684237
188,4.730157382717522
189,-5.007191668093299
190,0.8942574946973139
191,1.1484974555775835
192,-0.7988205141354712
193,1.3828595455857737
194,5.3267591370251495
195,-3.545492302599314
196,-1.369405674658168
197,4.4892054391450955
198,-0.8839621143872591
199,-7.66248388251195
200,0.949462178912384
201,-5.419469635593586
202,-1.8293624140108165
203,2.151893464444285
204,-1.7986469701113208
205,10.413540450963453
206,2.0077333418690557
207,5.504430966364794
208,2.9457936944442764
209,-1.6032915912088725
210,-5.836586526644126
211,-12.425508538898129
212,-2.5910229156843627
213,0.6606507328351228
214,3.807902033237667
215,2.294946872035112
216,6.855289322029975
217,0.6879176704954943
218,-3.8319425446154014
219,1.6102064850583417
220,3.565156483566369
221,-2.6880486076533288
222,-1.1565819407796596
223,-6.281535591274192
224,2.4697262803894233
225,0.5717357015638527
226,0.8234848110054855
227,-0.9321747244831613
228,-0.8267783409573326
229,3.7872978562558615
230,3.628795764587693
231,2.4789677707014164
232,-2.1895864107934244
233,-3.8101603124559347
234,-0.16380896649828003
235,-3.2733006768618225
236,-7.950362998891464
237,0.43501412537588635
238,-6.058920389474423
239,9.99250181396674
240,4.207164088039278
241,6.717869028587373
242,1.2066421251833646
243,-2.7821844281608747
244,-1.8826204348478939
245,1.947509435742191
246,-3.185947576577803
247,5.065320297778015
248,2.8262181217091467
249,-0.3289810675499467
250,-13.267497191135263
251,-3.277016839584462
252,-2.136328996746272
253,2.7792207802134357
254,1.0974744146286213
255,10.197004738061068
256,1.978108444496982
257,0.6105153352453954
258,-1.2852468411749811
259,0.5515777100006289
260,0.10997206798528225
261,-3.3029237143357904
262,-4.156361060381499
263,-5.031802635588718
264,-1.8167306813008963
265,1.6931935064637855
266,4.698115789443833
267,0.4344297783290614
268,1.6345839228652608
269,3.0786685556809346
270,-0.6431652545330309
271,4.327252143873238
272,0.37257356431250344
273,1.2844948536850893
274,-4.34535512644571
275,-7.399460151766007
276,-12.423646831098694
277,-0.017750743672550584
278,8.21645486651191
