,0,0.1,0.1.1,0.1.1.1,0.1.1.1.1,0.1.1.1.1.1,0.1.1.1.1.1.1,0.1.1.1.1.1.1.1,0.1.1.1.1.1.1.1.1,0.1.1.1.1.1.1.1.1.1,0
0,9.770042512678884,-0.4014545454545271,-0.4014545454545271,0.67814976777899,-6.078959796621959,-2.95528955904544,-2.95528955904544,-2.95528955904544,12.371833804186394,-10.611845645832446,4.585486436888843
1,1.0990879189985634,-0.4672429845132342,-0.4672429845132342,-2.0425350989075923,2.121062076191734,-2.023713732295917,-2.023713732295917,-2.023713732295917,-2.7148473534247444,-0.8228944184441076,0.13942097623653638
2,2.226590900110949,0.3260290846770886,0.3260290846770886,0.5969947484943248,0.1522402927875674,1.2961181457981752,1.2961181457981752,1.2961181457981752,-0.7553336818874641,-0.948248068058902,-0.6601819271249951
3,-0.8355070398794879,-1.6709283801376102,-1.6709283801376102,-1.0120634687888383,2.1838102818605023,0.3106412266154024,0.3106412266154024,0.3106412266154024,-0.6812867538188101,0.2577414079547679,0.828170259802576
4,-1.5864388807636374,0.3056972479079576,0.3056972479079576,0.5273550535663674,-3.5857386437947127,0.0303149004385545,0.0303149004385545,0.0303149004385545,0.4354153067220778,-0.9299718425781976,0.2090172944757711
5,-0.5563709967750867,0.330593020138707,0.330593020138707,-0.3488851600270521,-1.815765334669564,-0.5633423960164379,-0.5633423960164379,-0.5633423960164379,0.98643842245437,0.059490825755077,-0.7074968170472573
6,-1.8269813518340208,0.3753375980045916,0.3753375980045916,-0.846127368882847,-1.6106788434366877,3.5104029582893617,3.5104029582893617,3.5104029582893617,-0.6808492299765874,-0.5958076162528982,1.8461777292559418
7,2.925314764036372,-1.2578025424044623,-1.2578025424044623,0.1901956844424859,1.621559603718083,-2.1567992218858194,-2.1567992218858194,-2.1567992218858194,1.339754654074767,-0.4231855727912688,-1.3071636469445167
8,1.1523354513313535,1.1409049962026645,1.1409049962026645,1.9408022956300783,1.3154448384922972,-2.3182079163437805,-2.3182079163437805,-2.3182079163437805,-1.14881707637052,1.9857894546937305,1.1257579099425357
9,-0.3988869316322763,-2.895244312121505,-2.895244312121505,-0.1182874681519194,0.0607848736913041,-0.4882010178016287,-0.4882010178016287,-0.4882010178016287,-0.8767275168062696,0.1095914740525501,-0.10464441634344723
